[NNS] ||| not ||| nos ||| PPDB2.0Score=4.59347 PPDB1.0Score=17.576980 -logp(LHS|e1)=9.86342 -logp(LHS|e2)=1.83969 -logp(e1|LHS)=13.66477 -logp(e1|e2)=5.77934 -logp(e1|e2,LHS)=6.12672 -logp(e2|LHS)=11.65934 -logp(e2|e1)=11.79764 -logp(e2|e1,LHS)=4.12130 AGigaSim=0.02454 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.015133 Exclusion=0.002291 GlueRule=0 GoogleNgramSim=0.33111 Identity=0 Independent=0.737682 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.007458 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.237435 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98261 TargetFormality=0.98234 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[NNS] ||| terms ||| tenures ||| PPDB2.0Score=3.54008 PPDB1.0Score=18.884690 -logp(LHS|e1)=0.00354 -logp(LHS|e2)=0.05535 -logp(e1|LHS)=6.62138 -logp(e1|e2)=5.67436 -logp(e1|e2,LHS)=5.39344 -logp(e2|LHS)=14.20917 -logp(e2|e1)=13.21033 -logp(e2|e1,LHS)=12.98123 AGigaSim=0.86397 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.33647 ContainsX=0 Equivalence=0.063259 Exclusion=0.004069 GlueRule=0 GoogleNgramSim=0.17700 Identity=0 Independent=0.463805 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.311857 PhrasePenalty=1 RarityPenalty=0.00091 ForwardEntailment=0.157010 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99393 TargetFormality=0.99331 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBP] ||| available ||| are ||| PPDB2.0Score=3.54000 PPDB1.0Score=19.407470 -logp(LHS|e1)=7.07157 -logp(LHS|e2)=0.00063 -logp(e1|LHS)=11.45221 -logp(e1|e2)=10.90937 -logp(e1|e2,LHS)=12.16805 -logp(e2|LHS)=1.97000 -logp(e2|e1)=8.49810 -logp(e2|e1,LHS)=2.68584 AGigaSim=0.30201 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-1.09861 ContainsX=0 Equivalence=0.003893 Exclusion=0.002759 GlueRule=0 GoogleNgramSim=0.07968 Identity=0 Independent=0.992697 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.000002 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.000648 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99349 TargetFormality=0.99436 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-6.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| released ||| refused ||| PPDB2.0Score=3.53987 PPDB1.0Score=14.211020 -logp(LHS|e1)=1.91090 -logp(LHS|e2)=0.49367 -logp(e1|LHS)=8.26353 -logp(e1|e2)=6.76091 -logp(e1|e2,LHS)=8.36692 -logp(e2|LHS)=7.53550 -logp(e2|e1)=7.45011 -logp(e2|e1,LHS)=7.63889 AGigaSim=0.50354 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.13353 ContainsX=0 Equivalence=0.012167 Exclusion=0.009506 GlueRule=0 GoogleNgramSim=0.01841 Identity=0 Independent=0.615738 Lex(e1|e2)=61.92061 Lex(e2|e1)=61.92061 Lexical=1 LogCount=1.79176 MVLSASim=NA Monotonic=1 OtherRelated=0.226558 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.136031 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98934 TargetFormality=0.99013 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| existed ||| created ||| PPDB2.0Score=3.53982 PPDB1.0Score=24.558380 -logp(LHS|e1)=1.55352 -logp(LHS|e2)=0.19828 -logp(e1|LHS)=9.75036 -logp(e1|e2)=13.37494 -logp(e1|e2,LHS)=11.70051 -logp(e2|LHS)=6.20362 -logp(e2|e1)=11.18344 -logp(e2|e1,LHS)=8.15377 AGigaSim=0.71573 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.012539 Exclusion=0.007705 GlueRule=0 GoogleNgramSim=0.04907 Identity=0 Independent=0.658189 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.236826 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.084740 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98767 TargetFormality=0.99880 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| represented ||| accounted ||| PPDB2.0Score=3.53967 PPDB1.0Score=9.824190 -logp(LHS|e1)=0.33431 -logp(LHS|e2)=1.15848 -logp(e1|LHS)=6.85742 -logp(e1|e2)=3.74837 -logp(e1|e2,LHS)=3.26397 -logp(e2|LHS)=10.00903 -logp(e2|e1)=6.07582 -logp(e2|e1,LHS)=6.41558 AGigaSim=0.61523 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.20067 ContainsX=0 Equivalence=0.035823 Exclusion=0.004904 GlueRule=0 GoogleNgramSim=0.06132 Identity=0 Independent=0.689766 Lex(e1|e2)=61.05562 Lex(e2|e1)=61.05562 Lexical=1 LogCount=2.77259 MVLSASim=NA Monotonic=1 OtherRelated=0.194788 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.074720 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99487 TargetFormality=0.99692 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| appointed ||| represented ||| PPDB2.0Score=3.53948 PPDB1.0Score=18.630170 -logp(LHS|e1)=0.16424 -logp(LHS|e2)=0.33431 -logp(e1|LHS)=6.77042 -logp(e1|e2)=9.35662 -logp(e1|e2,LHS)=9.04688 -logp(e2|LHS)=6.85742 -logp(e2|e1)=9.27355 -logp(e2|e1,LHS)=9.13388 AGigaSim=0.76517 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.20067 ContainsX=0 Equivalence=0.038626 Exclusion=0.007719 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.665447 Lex(e1|e2)=61.92061 Lex(e2|e1)=61.92061 Lexical=1 LogCount=1.60944 MVLSASim=NA Monotonic=1 OtherRelated=0.119783 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.168424 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99417 TargetFormality=0.99482 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| distributed ||| released ||| PPDB2.0Score=3.53941 PPDB1.0Score=11.092360 -logp(LHS|e1)=0.10069 -logp(LHS|e2)=0.17883 -logp(e1|LHS)=7.11559 -logp(e1|e2)=5.65450 -logp(e1|e2,LHS)=5.14472 -logp(e2|LHS)=6.97709 -logp(e2|e1)=5.43786 -logp(e2|e1,LHS)=5.00622 AGigaSim=0.91421 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.31845 ContainsX=0 Equivalence=0.223444 Exclusion=0.006860 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.611018 Lex(e1|e2)=59.93963 Lex(e2|e1)=59.93963 Lexical=1 LogCount=4.12713 MVLSASim=NA Monotonic=1 OtherRelated=0.063903 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.094775 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99356 TargetFormality=0.99878 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[RB] ||| beside ||| besides ||| PPDB2.0Score=3.53940 PPDB1.0Score=10.390580 -logp(LHS|e1)=3.42779 -logp(LHS|e2)=0.84369 -logp(e1|LHS)=13.33520 -logp(e1|e2)=6.20633 -logp(e1|e2,LHS)=7.77983 -logp(e2|LHS)=8.72903 -logp(e2|e1)=4.18425 -logp(e2|e1,LHS)=3.17366 AGigaSim=0.90399 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.15415 ContainsX=0 Equivalence=0.175753 Exclusion=0.002114 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.227102 Lex(e1|e2)=61.80283 Lex(e2|e1)=61.80283 Lexical=1 LogCount=1.79176 MVLSASim=NA Monotonic=1 OtherRelated=0.258571 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.336461 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98917 TargetFormality=0.94715 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| ReverseEntailment
[NNS] ||| responsibilities ||| belongs ||| PPDB2.0Score=3.53935 PPDB1.0Score=20.532780 -logp(LHS|e1)=0.03635 -logp(LHS|e2)=5.82657 -logp(e1|LHS)=7.17758 -logp(e1|e2)=8.86866 -logp(e1|e2,LHS)=4.39753 -logp(e2|LHS)=15.76326 -logp(e2|e1)=11.66412 -logp(e2|e1,LHS)=12.98321 AGigaSim=0.23106 Abstract=0 Adjacent=0 CharCountDiff=-9 CharLogCR=-0.82668 ContainsX=0 Equivalence=0.130218 Exclusion=0.007367 GlueRule=0 GoogleNgramSim=0.12850 Identity=0 Independent=0.517037 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.106168 PhrasePenalty=1 RarityPenalty=0.36788 ForwardEntailment=0.239211 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99429 TargetFormality=0.99881 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-9.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| belongs ||| contains ||| PPDB2.0Score=3.53908 PPDB1.0Score=22.684160 -logp(LHS|e1)=0.00637 -logp(LHS|e2)=0.01422 -logp(e1|LHS)=8.57945 -logp(e1|e2)=12.61849 -logp(e1|e2,LHS)=11.29711 -logp(e2|LHS)=6.03448 -logp(e2|e1)=10.06567 -logp(e2|e1,LHS)=8.75214 AGigaSim=0.42756 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.13353 ContainsX=0 Equivalence=0.014914 Exclusion=0.005271 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.528204 Lex(e1|e2)=62.20828 Lex(e2|e1)=62.20828 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.267709 PhrasePenalty=1 RarityPenalty=0.00034 ForwardEntailment=0.183901 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97265 TargetFormality=0.99460 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| related ||| represented ||| PPDB2.0Score=3.53903 PPDB1.0Score=22.179160 -logp(LHS|e1)=3.20486 -logp(LHS|e2)=1.27203 -logp(e1|LHS)=7.93302 -logp(e1|e2)=10.41492 -logp(e1|e2,LHS)=9.56687 -logp(e2|LHS)=7.34951 -logp(e2|e1)=11.76424 -logp(e2|e1,LHS)=8.98337 AGigaSim=0.43862 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.45199 ContainsX=0 Equivalence=0.009000 Exclusion=0.001083 GlueRule=0 GoogleNgramSim=0.01841 Identity=0 Independent=0.633657 Lex(e1|e2)=62.39058 Lex(e2|e1)=62.39058 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.182151 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.174110 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98801 TargetFormality=0.98786 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| representations ||| plays ||| PPDB2.0Score=3.53900 PPDB1.0Score=16.361200 -logp(LHS|e1)=5.37868 -logp(LHS|e2)=0.07456 -logp(e1|LHS)=14.02016 -logp(e1|e2)=8.73628 -logp(e1|e2,LHS)=10.38954 -logp(e2|LHS)=7.60467 -logp(e2|e1)=7.62492 -logp(e2|e1,LHS)=3.97406 AGigaSim=0.48218 Abstract=0 Adjacent=0 CharCountDiff=-10 CharLogCR=-1.09861 ContainsX=0 Equivalence=0.052445 Exclusion=0.002338 GlueRule=0 GoogleNgramSim=0.01841 Identity=0 Independent=0.402326 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.426599 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.116291 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99682 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-10.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[RB] ||| mostly ||| most ||| PPDB2.0Score=3.53896 PPDB1.0Score=10.218080 -logp(LHS|e1)=0.00712 -logp(LHS|e2)=7.83133 -logp(e1|LHS)=7.86321 -logp(e1|e2)=6.72978 -logp(e1|e2,LHS)=2.09733 -logp(e2|LHS)=12.44593 -logp(e2|e1)=3.48830 -logp(e2|e1,LHS)=6.68006 AGigaSim=0.30201 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.40547 ContainsX=0 Equivalence=0.020049 Exclusion=0.000422 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.518129 Lex(e1|e2)=60.86458 Lex(e2|e1)=60.86458 Lexical=1 LogCount=3.04452 MVLSASim=NA Monotonic=1 OtherRelated=0.022755 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.438644 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98204 TargetFormality=0.83157 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| shared ||| distributed ||| PPDB2.0Score=3.53890 PPDB1.0Score=11.161340 -logp(LHS|e1)=0.53651 -logp(LHS|e2)=0.10069 -logp(e1|LHS)=6.82483 -logp(e1|e2)=5.21738 -logp(e1|e2,LHS)=4.52779 -logp(e2|LHS)=7.11559 -logp(e2|e1)=5.94396 -logp(e2|e1,LHS)=4.81854 AGigaSim=0.68954 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=0.60614 ContainsX=0 Equivalence=0.174894 Exclusion=0.003476 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.469511 Lex(e1|e2)=59.50027 Lex(e2|e1)=59.50027 Lexical=1 LogCount=4.73620 MVLSASim=NA Monotonic=1 OtherRelated=0.269529 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.082590 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99054 TargetFormality=0.99796 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| reproduced ||| represented ||| PPDB2.0Score=3.53886 PPDB1.0Score=18.055030 -logp(LHS|e1)=2.05200 -logp(LHS|e2)=0.33431 -logp(e1|LHS)=10.51090 -logp(e1|e2)=9.99541 -logp(e1|e2,LHS)=9.93768 -logp(e2|LHS)=6.85742 -logp(e2|e1)=8.05962 -logp(e2|e1,LHS)=6.28421 AGigaSim=0.83822 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.09531 ContainsX=0 Equivalence=0.023576 Exclusion=0.005851 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.811767 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.051889 PhrasePenalty=1 RarityPenalty=0.00674 ReverseEntailment=0.106917 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99443 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| agreed ||| shared ||| PPDB2.0Score=3.53876 PPDB1.0Score=14.662060 -logp(LHS|e1)=0.79353 -logp(LHS|e2)=2.08865 -logp(e1|LHS)=5.80575 -logp(e1|e2)=6.91579 -logp(e1|e2,LHS)=3.51838 -logp(e2|LHS)=7.93134 -logp(e2|e1)=7.74627 -logp(e2|e1,LHS)=5.64396 AGigaSim=0.64383 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.002182 Exclusion=0.003130 GlueRule=0 GoogleNgramSim=0.07356 Identity=0 Independent=0.482275 Lex(e1|e2)=60.31118 Lex(e2|e1)=60.31118 Lexical=1 LogCount=3.61092 MVLSASim=NA Monotonic=1 OtherRelated=0.478884 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.033528 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98926 TargetFormality=0.99891 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| performed ||| reported ||| PPDB2.0Score=3.53855 PPDB1.0Score=19.824880 -logp(LHS|e1)=0.21786 -logp(LHS|e2)=0.65617 -logp(e1|LHS)=7.53807 -logp(e1|e2)=10.75674 -logp(e1|e2,LHS)=9.81269 -logp(e2|LHS)=6.28778 -logp(e2|e1)=9.06814 -logp(e2|e1,LHS)=8.56236 AGigaSim=0.81046 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.11778 ContainsX=0 Equivalence=0.074454 Exclusion=0.037692 GlueRule=0 GoogleNgramSim=0.06744 Identity=0 Independent=0.641273 Lex(e1|e2)=61.29201 Lex(e2|e1)=61.29201 Lexical=1 LogCount=2.48491 MVLSASim=NA Monotonic=1 OtherRelated=0.095781 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.150800 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99037 TargetFormality=0.99317 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[JJ] ||| biggest ||| great ||| PPDB2.0Score=3.53853 PPDB1.0Score=19.740520 -logp(LHS|e1)=6.87902 -logp(LHS|e2)=0.10613 -logp(e1|LHS)=15.64220 -logp(e1|e2)=11.07299 -logp(e1|e2,LHS)=13.44115 -logp(e2|LHS)=6.46386 -logp(e2|e1)=8.66753 -logp(e2|e1,LHS)=4.26280 AGigaSim=0.32531 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.33647 ContainsX=0 Equivalence=0.155665 Exclusion=0.000040 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.581709 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.000088 PhrasePenalty=1 RarityPenalty=0.00001 ForwardEntailment=0.262498 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.96898 TargetFormality=0.94096 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| distribution ||| released ||| PPDB2.0Score=3.53847 PPDB1.0Score=19.382460 -logp(LHS|e1)=7.28355 -logp(LHS|e2)=1.91090 -logp(e1|LHS)=12.53962 -logp(e1|e2)=9.14295 -logp(e1|e2,LHS)=10.46793 -logp(e2|LHS)=8.26353 -logp(e2|e1)=10.23951 -logp(e2|e1,LHS)=6.19185 AGigaSim=0.29028 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.40547 ContainsX=0 Equivalence=0.012712 Exclusion=0.000895 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.601359 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.111095 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.273938 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99472 TargetFormality=0.99893 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[NNS] ||| years ||| families ||| PPDB2.0Score=3.53842 PPDB1.0Score=22.144910 -logp(LHS|e1)=0.00109 -logp(LHS|e2)=0.00862 -logp(e1|LHS)=5.18492 -logp(e1|e2)=10.17362 -logp(e1|e2,LHS)=9.96893 -logp(e2|LHS)=6.99012 -logp(e2|e1)=11.97129 -logp(e2|e1,LHS)=11.77413 AGigaSim=0.76517 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.47000 ContainsX=0 Equivalence=0.004844 Exclusion=0.004059 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.630092 Lex(e1|e2)=62.20826 Lex(e2|e1)=62.20826 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.114729 PhrasePenalty=1 RarityPenalty=0.00091 ForwardEntailment=0.246275 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98705 TargetFormality=0.96667 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| represented ||| noted ||| PPDB2.0Score=3.53841 PPDB1.0Score=25.599660 -logp(LHS|e1)=0.33431 -logp(LHS|e2)=0.84628 -logp(e1|LHS)=6.85742 -logp(e1|e2)=13.30894 -logp(e1|e2,LHS)=12.37790 -logp(e2|LHS)=6.35116 -logp(e2|e1)=12.29072 -logp(e2|e1,LHS)=11.87164 AGigaSim=0.71573 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.78846 ContainsX=0 Equivalence=0.001094 Exclusion=0.002990 GlueRule=0 GoogleNgramSim=0.07356 Identity=0 Independent=0.813237 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.025919 PhrasePenalty=1 RarityPenalty=0.00674 ReverseEntailment=0.156760 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99487 TargetFormality=0.99692 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-6.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| symbolized ||| represented ||| PPDB2.0Score=3.53814 PPDB1.0Score=14.849670 -logp(LHS|e1)=0.03138 -logp(LHS|e2)=0.33431 -logp(e1|LHS)=12.23891 -logp(e1|e2)=10.26705 -logp(e1|e2,LHS)=9.59864 -logp(e2|LHS)=6.85742 -logp(e2|e1)=4.58262 -logp(e2|e1,LHS)=4.21715 AGigaSim=0.85773 Abstract=0 Adjacent=0 CharCountDiff=1 CharLogCR=0.09531 ContainsX=0 Equivalence=0.081276 Exclusion=0.030487 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.665427 Lex(e1|e2)=62.20826 Lex(e2|e1)=62.20826 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.110612 PhrasePenalty=1 RarityPenalty=0.00091 ReverseEntailment=0.112198 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98589 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| belongs ||| subscribes ||| PPDB2.0Score=3.53783 PPDB1.0Score=18.981440 -logp(LHS|e1)=0.00637 -logp(LHS|e2)=0.01475 -logp(e1|LHS)=8.57945 -logp(e1|e2)=8.44673 -logp(e1|e2,LHS)=7.25178 -logp(e2|LHS)=10.67581 -logp(e2|e1)=10.53471 -logp(e2|e1,LHS)=9.34814 AGigaSim=0.94561 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.35667 ContainsX=0 Equivalence=0.027681 Exclusion=0.024420 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.454420 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.304273 PhrasePenalty=1 RarityPenalty=0.00005 ReverseEntailment=0.189206 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97265 TargetFormality=0.99460 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| were ||| operations ||| PPDB2.0Score=3.53780 PPDB1.0Score=22.302590 -logp(LHS|e1)=0.00044 -logp(LHS|e2)=9.19614 -logp(e1|LHS)=3.06721 -logp(e1|e2)=10.32398 -logp(e1|e2,LHS)=2.48491 -logp(e2|LHS)=13.91754 -logp(e2|e1)=11.97861 -logp(e2|e1,LHS)=13.33524 AGigaSim=0.21910 Abstract=0 Adjacent=0 CharCountDiff=6 CharLogCR=0.91629 ContainsX=0 Equivalence=0.002599 Exclusion=0.000236 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.897564 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.021895 PhrasePenalty=1 RarityPenalty=0.13534 ForwardEntailment=0.077706 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98953 TargetFormality=0.95537 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=6.00000 WordLogCR=0 ||| 0-0 ||| Independent
