[NNS] ||| not ||| nos ||| PPDB2.0Score=4.59347 PPDB1.0Score=17.576980 -logp(LHS|e1)=9.86342 -logp(LHS|e2)=1.83969 -logp(e1|LHS)=13.66477 -logp(e1|e2)=5.77934 -logp(e1|e2,LHS)=6.12672 -logp(e2|LHS)=11.65934 -logp(e2|e1)=11.79764 -logp(e2|e1,LHS)=4.12130 AGigaSim=0.02454 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.015133 Exclusion=0.002291 GlueRule=0 GoogleNgramSim=0.33111 Identity=0 Independent=0.737682 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.007458 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.237435 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98261 TargetFormality=0.98234 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| performed ||| permitted ||| PPDB2.0Score=3.51586 PPDB1.0Score=22.883340 -logp(LHS|e1)=0.21786 -logp(LHS|e2)=0.11413 -logp(e1|LHS)=7.53807 -logp(e1|e2)=11.41133 -logp(e1|e2,LHS)=10.73800 -logp(e2|LHS)=7.49502 -logp(e2|e1)=11.47201 -logp(e2|e1,LHS)=10.69495 AGigaSim=0.71573 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.009115 Exclusion=0.004634 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.628068 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.249649 PhrasePenalty=1 RarityPenalty=0.00674 ForwardEntailment=0.108534 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99037 TargetFormality=0.99317 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| has ||| approximately ||| PPDB2.0Score=3.51586 PPDB1.0Score=24.029670 -logp(LHS|e1)=0.00520 -logp(LHS|e2)=7.32783 -logp(e1|LHS)=2.71573 -logp(e1|e2)=10.40237 -logp(e1|e2,LHS)=2.63841 -logp(e2|LHS)=13.26330 -logp(e2|e1)=13.62730 -logp(e2|e1,LHS)=13.18598 AGigaSim=0.14673 Abstract=0 Adjacent=0 CharCountDiff=10 CharLogCR=1.46634 ContainsX=0 Equivalence=0.007841 Exclusion=0.000817 GlueRule=0 GoogleNgramSim=0.01227 Identity=0 Independent=0.900409 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.023178 PhrasePenalty=1 RarityPenalty=0.00012 ForwardEntailment=0.067755 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98493 TargetFormality=0.99111 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=10.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| tore ||| created ||| PPDB2.0Score=3.51581 PPDB1.0Score=19.987800 -logp(LHS|e1)=0.14742 -logp(LHS|e2)=1.80251 -logp(e1|LHS)=11.69472 -logp(e1|e2)=12.98769 -logp(e1|e2,LHS)=9.43041 -logp(e2|LHS)=7.36223 -logp(e2|e1)=7.00011 -logp(e2|e1,LHS)=5.09792 AGigaSim=0.74914 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.55962 ContainsX=0 Equivalence=0.014433 Exclusion=0.016892 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.612053 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.201233 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.155389 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98660 TargetFormality=0.80394 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| released ||| advertised ||| PPDB2.0Score=3.51559 PPDB1.0Score=18.223770 -logp(LHS|e1)=1.91090 -logp(LHS|e2)=2.27497 -logp(e1|LHS)=8.26353 -logp(e1|e2)=7.60125 -logp(e1|e2,LHS)=6.37831 -logp(e2|LHS)=11.64886 -logp(e2|e1)=10.62252 -logp(e2|e1,LHS)=9.76363 AGigaSim=0.90917 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.22314 ContainsX=0 Equivalence=0.075767 Exclusion=0.002528 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.451567 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.349457 PhrasePenalty=1 RarityPenalty=0.01832 ForwardEntailment=0.120682 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98934 TargetFormality=0.99013 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| is ||| facilitates ||| PPDB2.0Score=3.51553 PPDB1.0Score=19.963030 -logp(LHS|e1)=0.00050 -logp(LHS|e2)=0.06260 -logp(e1|LHS)=1.50005 -logp(e1|e2)=6.52232 -logp(e1|e2,LHS)=5.47551 -logp(e2|LHS)=8.48055 -logp(e2|e1)=13.44071 -logp(e2|e1,LHS)=12.45602 AGigaSim=0.62486 Abstract=0 Adjacent=0 CharCountDiff=9 CharLogCR=1.70475 ContainsX=0 Equivalence=0.001310 Exclusion=0.002371 GlueRule=0 GoogleNgramSim=0.06132 Identity=0 Independent=0.863028 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.034057 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.099234 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97746 TargetFormality=0.98495 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=9.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBG] ||| greater ||| maximizing ||| PPDB2.0Score=3.51539 PPDB1.0Score=23.209950 -logp(LHS|e1)=7.49222 -logp(LHS|e2)=0.07118 -logp(e1|LHS)=12.34167 -logp(e1|e2)=9.43730 -logp(e1|e2,LHS)=13.65542 -logp(e2|LHS)=9.25599 -logp(e2|e1)=13.77265 -logp(e2|e1,LHS)=10.56974 AGigaSim=0.18304 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.35667 ContainsX=0 Equivalence=0.001889 Exclusion=0.001302 GlueRule=0 GoogleNgramSim=0.04907 Identity=0 Independent=0.465176 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.461481 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.070151 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99327 TargetFormality=0.99900 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| announcement ||| released ||| PPDB2.0Score=3.51529 PPDB1.0Score=23.071190 -logp(LHS|e1)=4.11342 -logp(LHS|e2)=0.17883 -logp(e1|LHS)=11.74334 -logp(e1|e2)=11.95143 -logp(e1|e2,LHS)=13.64087 -logp(e2|LHS)=6.97709 -logp(e2|e1)=11.11976 -logp(e2|e1,LHS)=8.87462 AGigaSim=0.34842 Abstract=0 Adjacent=0 CharCountDiff=-4 CharLogCR=-0.40547 ContainsX=0 Equivalence=0.010139 Exclusion=0.003920 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.419303 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.382581 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.184056 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99195 TargetFormality=0.99905 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[RB] ||| exactly ||| really ||| PPDB2.0Score=3.51528 PPDB1.0Score=9.534490 -logp(LHS|e1)=0.03236 -logp(LHS|e2)=0.06670 -logp(e1|LHS)=7.26747 -logp(e1|e2)=5.49544 -logp(e1|e2,LHS)=5.08036 -logp(e2|LHS)=5.84542 -logp(e2|e1)=4.03905 -logp(e2|e1,LHS)=3.65831 AGigaSim=0.55557 Abstract=0 Adjacent=0 CharCountDiff=-1 CharLogCR=-0.15415 ContainsX=0 Equivalence=0.114977 Exclusion=0.016269 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.458328 Lex(e1|e2)=59.56924 Lex(e2|e1)=59.56924 Lexical=1 LogCount=4.41884 MVLSASim=NA Monotonic=1 OtherRelated=0.290099 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.120327 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98186 TargetFormality=0.89542 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-1.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| performed ||| offered ||| PPDB2.0Score=3.51518 PPDB1.0Score=16.621520 -logp(LHS|e1)=0.21786 -logp(LHS|e2)=0.36379 -logp(e1|LHS)=7.53807 -logp(e1|e2)=8.63571 -logp(e1|e2,LHS)=8.01026 -logp(e2|LHS)=7.03410 -logp(e2|e1)=7.98581 -logp(e2|e1,LHS)=7.50627 AGigaSim=0.87009 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.25131 ContainsX=0 Equivalence=0.059461 Exclusion=0.003947 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.678694 Lex(e1|e2)=60.63276 Lex(e2|e1)=60.63276 Lexical=1 LogCount=3.29584 MVLSASim=NA Monotonic=1 OtherRelated=0.095931 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.161967 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99037 TargetFormality=0.99317 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| has ||| actual ||| PPDB2.0Score=3.51504 PPDB1.0Score=24.397020 -logp(LHS|e1)=0.00520 -logp(LHS|e2)=6.51756 -logp(e1|LHS)=2.71573 -logp(e1|e2)=10.45806 -logp(e1|e2,LHS)=3.79025 -logp(e2|LHS)=12.70898 -logp(e2|e1)=13.93896 -logp(e2|e1,LHS)=13.78351 AGigaSim=0 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.69315 ContainsX=0 Equivalence=0.001653 Exclusion=0.001092 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.908506 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.001538 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.087210 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98493 TargetFormality=0.99111 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| protected ||| created ||| PPDB2.0Score=3.51493 PPDB1.0Score=23.487650 -logp(LHS|e1)=0.30864 -logp(LHS|e2)=0.19828 -logp(e1|LHS)=6.75131 -logp(e1|e2)=11.96249 -logp(e1|e2,LHS)=11.53282 -logp(e2|LHS)=6.20362 -logp(e2|e1)=11.52516 -logp(e2|e1,LHS)=10.98513 AGigaSim=0.76517 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.25131 ContainsX=0 Equivalence=0.003426 Exclusion=0.014522 GlueRule=0 GoogleNgramSim=0.05520 Identity=0 Independent=0.724945 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.116643 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.140464 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98499 TargetFormality=0.99598 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| is ||| acknowledges ||| PPDB2.0Score=3.51485 PPDB1.0Score=17.802050 -logp(LHS|e1)=0.00050 -logp(LHS|e2)=0.13163 -logp(e1|LHS)=1.50005 -logp(e1|e2)=5.63305 -logp(e1|e2,LHS)=5.17846 -logp(e2|LHS)=8.16712 -logp(e2|e1)=12.16900 -logp(e2|e1,LHS)=11.84554 AGigaSim=0.60551 Abstract=0 Adjacent=0 CharCountDiff=10 CharLogCR=1.79176 ContainsX=0 Equivalence=0.000216 Exclusion=0.004961 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.985398 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.001586 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.007839 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.97746 TargetFormality=0.98495 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=10.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| love ||| enjoys ||| PPDB2.0Score=3.51478 PPDB1.0Score=13.040810 -logp(LHS|e1)=6.81651 -logp(LHS|e2)=0.00572 -logp(e1|LHS)=13.38108 -logp(e1|e2)=5.47103 -logp(e1|e2,LHS)=9.89939 -logp(e2|LHS)=8.66905 -logp(e2|e1)=7.56978 -logp(e2|e1,LHS)=5.18736 AGigaSim=0.50354 Abstract=0 Adjacent=0 CharCountDiff=2 CharLogCR=0.40547 ContainsX=0 Equivalence=0.137052 Exclusion=0.019764 GlueRule=0 GoogleNgramSim=0.14066 Identity=0 Independent=0.578150 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.100486 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.164549 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98608 TargetFormality=0.75693 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| accomplishment ||| performed ||| PPDB2.0Score=3.51471 PPDB1.0Score=23.363330 -logp(LHS|e1)=7.37337 -logp(LHS|e2)=1.67916 -logp(e1|LHS)=16.22013 -logp(e1|e2)=12.66775 -logp(e1|e2,LHS)=10.65584 -logp(e2|LHS)=8.55375 -logp(e2|e1)=10.69558 -logp(e2|e1,LHS)=2.98946 AGigaSim=0.46054 Abstract=0 Adjacent=0 CharCountDiff=-5 CharLogCR=-0.44183 ContainsX=0 Equivalence=0.241941 Exclusion=0.001174 GlueRule=0 GoogleNgramSim=0.14066 Identity=0 Independent=0.373497 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.321392 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.061997 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99382 TargetFormality=0.94802 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBN] ||| released ||| commercialized ||| PPDB2.0Score=3.51462 PPDB1.0Score=20.772570 -logp(LHS|e1)=0.17883 -logp(LHS|e2)=0.27824 -logp(e1|LHS)=6.97709 -logp(e1|e2)=8.03683 -logp(e1|e2,LHS)=7.33812 -logp(e2|LHS)=11.77541 -logp(e2|e1)=12.73574 -logp(e2|e1,LHS)=12.13643 AGigaSim=0.62486 Abstract=0 Adjacent=0 CharCountDiff=6 CharLogCR=0.55962 ContainsX=0 Equivalence=0.072746 Exclusion=0.002207 GlueRule=0 GoogleNgramSim=0.12850 Identity=0 Independent=0.561135 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.315868 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.048044 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98934 TargetFormality=0.99013 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=6.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| amount ||| values ||| PPDB2.0Score=3.51462 PPDB1.0Score=18.204660 -logp(LHS|e1)=10.34458 -logp(LHS|e2)=3.59016 -logp(e1|LHS)=15.71183 -logp(e1|e2)=9.09020 -logp(e1|e2,LHS)=9.94214 -logp(e2|LHS)=8.98167 -logp(e2|e1)=9.11446 -logp(e2|e1,LHS)=3.21198 AGigaSim=0.50354 Abstract=0 Adjacent=0 CharCountDiff=0 CharLogCR=0 ContainsX=0 Equivalence=0.129874 Exclusion=0.003211 GlueRule=0 GoogleNgramSim=0.00614 Identity=0 Independent=0.418140 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.146349 PhrasePenalty=1 RarityPenalty=0.04979 ReverseEntailment=0.302427 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98476 TargetFormality=0.97782 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=0 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| came ||| contested ||| PPDB2.0Score=3.51450 PPDB1.0Score=21.892180 -logp(LHS|e1)=0.00519 -logp(LHS|e2)=2.24002 -logp(e1|LHS)=6.23791 -logp(e1|e2)=9.84628 -logp(e1|e2,LHS)=7.44726 -logp(e2|LHS)=10.67235 -logp(e2|e1)=12.04590 -logp(e2|e1,LHS)=11.88170 AGigaSim=0.40524 Abstract=0 Adjacent=0 CharCountDiff=5 CharLogCR=0.81093 ContainsX=0 Equivalence=0.003364 Exclusion=0.002159 GlueRule=0 GoogleNgramSim=0.12850 Identity=0 Independent=0.700251 Lex(e1|e2)=62.61372 Lex(e2|e1)=62.61372 Lexical=1 LogCount=0.69315 MVLSASim=NA Monotonic=1 OtherRelated=0.167511 PhrasePenalty=1 RarityPenalty=0.04979 ForwardEntailment=0.126715 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98383 TargetFormality=0.91808 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=5.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBZ] ||| operational ||| works ||| PPDB2.0Score=3.51441 PPDB1.0Score=22.601010 -logp(LHS|e1)=8.94344 -logp(LHS|e2)=1.02254 -logp(e1|LHS)=14.52225 -logp(e1|e2)=11.09743 -logp(e1|e2,LHS)=10.31377 -logp(e2|LHS)=7.00750 -logp(e2|e1)=11.50358 -logp(e2|e1,LHS)=2.79902 AGigaSim=0.32531 Abstract=0 Adjacent=0 CharCountDiff=-6 CharLogCR=-0.78846 ContainsX=0 Equivalence=0.016027 Exclusion=0.000842 GlueRule=0 GoogleNgramSim=0.01841 Identity=0 Independent=0.457367 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.469750 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.056013 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99698 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-6.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[VBZ] ||| with ||| contacts ||| PPDB2.0Score=3.51438 PPDB1.0Score=20.964780 -logp(LHS|e1)=11.67039 -logp(LHS|e2)=5.13597 -logp(e1|LHS)=13.61469 -logp(e1|e2)=8.05545 -logp(e1|e2,LHS)=7.73849 -logp(e2|LHS)=11.93416 -logp(e2|e1)=12.90933 -logp(e2|e1,LHS)=6.05795 AGigaSim=0.19509 Abstract=0 Adjacent=0 CharCountDiff=4 CharLogCR=0.69315 ContainsX=0 Equivalence=0.062350 Exclusion=0.005269 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.610469 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.085395 PhrasePenalty=1 RarityPenalty=0.04979 ReverseEntailment=0.236516 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99092 TargetFormality=0.98145 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=4.00000 WordLogCR=0 ||| 0-0 ||| Independent
[NNS] ||| bandits ||| bands ||| PPDB2.0Score=3.51437 PPDB1.0Score=13.469790 -logp(LHS|e1)=0.04488 -logp(LHS|e2)=0.10866 -logp(e1|LHS)=12.20243 -logp(e1|e2)=7.82849 -logp(e1|e2,LHS)=7.04819 -logp(e2|LHS)=10.07902 -logp(e2|e1)=5.64130 -logp(e2|e1,LHS)=4.92479 AGigaSim=0.92388 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.33647 ContainsX=0 Equivalence=0.011602 Exclusion=0.051369 GlueRule=0 GoogleNgramSim=0.03067 Identity=0 Independent=0.316521 Lex(e1|e2)=61.80282 Lex(e2|e1)=61.80282 Lexical=1 LogCount=1.94591 MVLSASim=NA Monotonic=1 OtherRelated=0.358698 PhrasePenalty=1 RarityPenalty=0 ReverseEntailment=0.261809 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99333 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[NNS] ||| bandits ||| band ||| PPDB2.0Score=3.51437 PPDB1.0Score=17.144570 -logp(LHS|e1)=0.04488 -logp(LHS|e2)=7.45298 -logp(e1|LHS)=12.20243 -logp(e1|e2)=10.14935 -logp(e1|e2,LHS)=6.19151 -logp(e2|LHS)=16.45641 -logp(e2|e1)=6.99522 -logp(e2|e1,LHS)=10.44548 AGigaSim=0.55557 Abstract=0 Adjacent=0 CharCountDiff=-3 CharLogCR=-0.55962 ContainsX=0 Equivalence=0.011602 Exclusion=0.051369 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.316521 Lex(e1|e2)=62.90141 Lex(e2|e1)=62.90141 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.358698 PhrasePenalty=1 RarityPenalty=0.36788 ReverseEntailment=0.261809 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99333 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-3.00000 WordLogCR=0 ||| 0-0 ||| OtherRelated
[VBN] ||| estimated ||| created ||| PPDB2.0Score=3.51432 PPDB1.0Score=22.563040 -logp(LHS|e1)=0.32799 -logp(LHS|e2)=0.19828 -logp(e1|LHS)=6.72816 -logp(e1|e2)=11.47893 -logp(e1|e2,LHS)=11.03525 -logp(e2|LHS)=6.20362 -logp(e2|e1)=11.08411 -logp(e2|e1,LHS)=10.51072 AGigaSim=0.71573 Abstract=0 Adjacent=0 CharCountDiff=-2 CharLogCR=-0.25131 ContainsX=0 Equivalence=0.003303 Exclusion=0.005536 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.722596 Lex(e1|e2)=62.39060 Lex(e2|e1)=62.39060 Lexical=1 LogCount=1.09861 MVLSASim=NA Monotonic=1 OtherRelated=0.099467 PhrasePenalty=1 RarityPenalty=0 ForwardEntailment=0.169098 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.99419 TargetFormality=1.00000 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=-2.00000 WordLogCR=0 ||| 0-0 ||| Independent
[VBD] ||| came ||| matters ||| PPDB2.0Score=3.51422 PPDB1.0Score=23.819520 -logp(LHS|e1)=0.00519 -logp(LHS|e2)=6.12847 -logp(e1|LHS)=6.23791 -logp(e1|e2)=12.58685 -logp(e1|e2,LHS)=7.02015 -logp(e2|LHS)=11.00700 -logp(e2|e1)=11.23267 -logp(e2|e1,LHS)=11.78925 AGigaSim=0.37132 Abstract=0 Adjacent=0 CharCountDiff=3 CharLogCR=0.55962 ContainsX=0 Equivalence=0.003355 Exclusion=0.000776 GlueRule=0 GoogleNgramSim=0 Identity=0 Independent=0.978384 Lex(e1|e2)=63.30685 Lex(e2|e1)=63.30685 Lexical=1 LogCount=0 MVLSASim=NA Monotonic=1 OtherRelated=0.001192 PhrasePenalty=1 RarityPenalty=0.01832 ReverseEntailment=0.016293 SourceTerminalsButNoTarget=0 SourceWords=1 TargetComplexity=0.98383 TargetFormality=0.91808 TargetTerminalsButNoSource=0 TargetWords=1 UnalignedSource=0 UnalignedTarget=0 WordCountDiff=0 WordLenDiff=3.00000 WordLogCR=0 ||| 0-0 ||| Independent
